,Feature1,Feature2,Correlation_x,Correlation_y,_merge
4913,Ne_rho_z54,Ne_rho_z19,True,,left_only
4914,Ne_rho_z54,Ne_rho_z20,True,,left_only
4915,Ne_rho_z54,Ne_rho_z21,True,,left_only
4916,Ne_rho_z54,Ne_rho_z22,True,,left_only
4960,Ne_rho_z54,Ne_rho_z67,True,,left_only
4962,Ne_rho_z54,Te_rho_z14,True,,left_only
5021,Ne_rho_z55,Ne_rho_z13,True,,left_only
5022,Ne_rho_z55,Ne_rho_z14,True,,left_only
5023,Ne_rho_z55,Ne_rho_z16,True,,left_only
5024,Ne_rho_z55,Ne_rho_z17,True,,left_only
5025,Ne_rho_z55,Ne_rho_z18,True,,left_only
5026,Ne_rho_z55,Ne_rho_z19,True,,left_only
5027,Ne_rho_z55,Ne_rho_z20,True,,left_only
5028,Ne_rho_z55,Ne_rho_z21,True,,left_only
5029,Ne_rho_z55,Ne_rho_z22,True,,left_only
5073,Ne_rho_z55,Ne_rho_z67,True,,left_only
5075,Ne_rho_z55,Te_rho_z14,True,,left_only
5076,Ne_rho_z55,Te_rho_z15,True,,left_only
5077,Ne_rho_z55,Te_rho_z16,True,,left_only
5078,Ne_rho_z55,Te_rho_z17,True,,left_only
5134,Ne_rho_z56,Ne_rho_z13,True,,left_only
5135,Ne_rho_z56,Ne_rho_z14,True,,left_only
5136,Ne_rho_z56,Ne_rho_z16,True,,left_only
5137,Ne_rho_z56,Ne_rho_z17,True,,left_only
5138,Ne_rho_z56,Ne_rho_z18,True,,left_only
5139,Ne_rho_z56,Ne_rho_z19,True,,left_only
5140,Ne_rho_z56,Ne_rho_z20,True,,left_only
5141,Ne_rho_z56,Ne_rho_z21,True,,left_only
5142,Ne_rho_z56,Ne_rho_z22,True,,left_only
5188,Ne_rho_z56,Te_rho_z14,True,,left_only
5189,Ne_rho_z56,Te_rho_z15,True,,left_only
5190,Ne_rho_z56,Te_rho_z16,True,,left_only
5191,Ne_rho_z56,Te_rho_z17,True,,left_only
5192,Ne_rho_z56,Te_rho_z18,True,,left_only
5193,Ne_rho_z56,Te_rho_z19,True,,left_only
5194,Ne_rho_z56,Te_rho_z20,True,,left_only
5195,Ne_rho_z56,Te_rho_z21,True,,left_only
5196,Ne_rho_z56,Te_rho_z22,True,,left_only
5197,Ne_rho_z56,Te_rho_z23,True,,left_only
5198,Ne_rho_z56,Te_rho_z24,True,,left_only
5199,Ne_rho_z56,Te_rho_z25,True,,left_only
5200,Ne_rho_z56,Te_rho_z26,True,,left_only
5201,Ne_rho_z56,Te_rho_z27,True,,left_only
5202,Ne_rho_z56,Te_rho_z28,True,,left_only
5203,Ne_rho_z56,Te_rho_z29,True,,left_only
5204,Ne_rho_z56,Te_rho_z30,True,,left_only
5205,Ne_rho_z56,Te_rho_z31,True,,left_only
5206,Ne_rho_z56,Te_rho_z32,True,,left_only
5207,Ne_rho_z56,Te_rho_z33,True,,left_only
5208,Ne_rho_z56,Te_rho_z34,True,,left_only
5209,Ne_rho_z56,Te_rho_z35,True,,left_only
5210,Ne_rho_z56,Te_rho_z36,True,,left_only
5211,Ne_rho_z56,Te_rho_z37,True,,left_only
5212,Ne_rho_z56,Te_rho_z38,True,,left_only
5247,Ne_rho_z57,Ne_rho_z13,True,,left_only
5248,Ne_rho_z57,Ne_rho_z14,True,,left_only
5249,Ne_rho_z57,Ne_rho_z16,True,,left_only
5250,Ne_rho_z57,Ne_rho_z17,True,,left_only
5251,Ne_rho_z57,Ne_rho_z18,True,,left_only
5252,Ne_rho_z57,Ne_rho_z19,True,,left_only
5253,Ne_rho_z57,Ne_rho_z20,True,,left_only
5254,Ne_rho_z57,Ne_rho_z21,True,,left_only
5255,Ne_rho_z57,Ne_rho_z22,True,,left_only
5300,Ne_rho_z57,Te_rho_z14,True,,left_only
5301,Ne_rho_z57,Te_rho_z15,True,,left_only
5302,Ne_rho_z57,Te_rho_z16,True,,left_only
5303,Ne_rho_z57,Te_rho_z17,True,,left_only
5304,Ne_rho_z57,Te_rho_z18,True,,left_only
5305,Ne_rho_z57,Te_rho_z19,True,,left_only
5306,Ne_rho_z57,Te_rho_z20,True,,left_only
5307,Ne_rho_z57,Te_rho_z21,True,,left_only
5308,Ne_rho_z57,Te_rho_z22,True,,left_only
5309,Ne_rho_z57,Te_rho_z23,True,,left_only
5310,Ne_rho_z57,Te_rho_z24,True,,left_only
5311,Ne_rho_z57,Te_rho_z25,True,,left_only
5312,Ne_rho_z57,Te_rho_z26,True,,left_only
5313,Ne_rho_z57,Te_rho_z27,True,,left_only
5314,Ne_rho_z57,Te_rho_z28,True,,left_only
5315,Ne_rho_z57,Te_rho_z29,True,,left_only
5316,Ne_rho_z57,Te_rho_z30,True,,left_only
5317,Ne_rho_z57,Te_rho_z31,True,,left_only
5318,Ne_rho_z57,Te_rho_z32,True,,left_only
5319,Ne_rho_z57,Te_rho_z33,True,,left_only
5320,Ne_rho_z57,Te_rho_z34,True,,left_only
5321,Ne_rho_z57,Te_rho_z35,True,,left_only
5322,Ne_rho_z57,Te_rho_z36,True,,left_only
5323,Ne_rho_z57,Te_rho_z37,True,,left_only
5324,Ne_rho_z57,Te_rho_z38,True,,left_only
5325,Ne_rho_z57,Te_rho_z39,True,,left_only
5326,Ne_rho_z57,Te_rho_z40,True,,left_only
5327,Ne_rho_z57,Te_rho_z41,True,,left_only
5358,Ne_rho_z58,Ne_rho_z13,True,,left_only
5359,Ne_rho_z58,Ne_rho_z14,True,,left_only
5360,Ne_rho_z58,Ne_rho_z15,True,,left_only
5361,Ne_rho_z58,Ne_rho_z16,True,,left_only
5362,Ne_rho_z58,Ne_rho_z17,True,,left_only
5363,Ne_rho_z58,Ne_rho_z18,True,,left_only
5364,Ne_rho_z58,Ne_rho_z19,True,,left_only
5365,Ne_rho_z58,Ne_rho_z20,True,,left_only
5366,Ne_rho_z58,Ne_rho_z21,True,,left_only
5367,Ne_rho_z58,Ne_rho_z22,True,,left_only
5368,Ne_rho_z58,Ne_rho_z23,True,,left_only
5412,Ne_rho_z58,Te_rho_z14,True,,left_only
5413,Ne_rho_z58,Te_rho_z15,True,,left_only
5414,Ne_rho_z58,Te_rho_z16,True,,left_only
5415,Ne_rho_z58,Te_rho_z17,True,,left_only
5416,Ne_rho_z58,Te_rho_z18,True,,left_only
5417,Ne_rho_z58,Te_rho_z19,True,,left_only
5418,Ne_rho_z58,Te_rho_z20,True,,left_only
5419,Ne_rho_z58,Te_rho_z21,True,,left_only
5420,Ne_rho_z58,Te_rho_z22,True,,left_only
5421,Ne_rho_z58,Te_rho_z23,True,,left_only
5422,Ne_rho_z58,Te_rho_z24,True,,left_only
5423,Ne_rho_z58,Te_rho_z25,True,,left_only
5424,Ne_rho_z58,Te_rho_z26,True,,left_only
5425,Ne_rho_z58,Te_rho_z27,True,,left_only
5426,Ne_rho_z58,Te_rho_z28,True,,left_only
5427,Ne_rho_z58,Te_rho_z29,True,,left_only
5428,Ne_rho_z58,Te_rho_z30,True,,left_only
5429,Ne_rho_z58,Te_rho_z31,True,,left_only
5430,Ne_rho_z58,Te_rho_z32,True,,left_only
5431,Ne_rho_z58,Te_rho_z33,True,,left_only
5432,Ne_rho_z58,Te_rho_z34,True,,left_only
5433,Ne_rho_z58,Te_rho_z35,True,,left_only
5434,Ne_rho_z58,Te_rho_z36,True,,left_only
5435,Ne_rho_z58,Te_rho_z37,True,,left_only
5436,Ne_rho_z58,Te_rho_z38,True,,left_only
5437,Ne_rho_z58,Te_rho_z39,True,,left_only
5438,Ne_rho_z58,Te_rho_z40,True,,left_only
5439,Ne_rho_z58,Te_rho_z41,True,,left_only
5440,Ne_rho_z58,Te_rho_z42,True,,left_only
5441,Ne_rho_z58,Te_rho_z43,True,,left_only
5467,Ne_rho_z59,Ne_rho_z13,True,,left_only
5468,Ne_rho_z59,Ne_rho_z14,True,,left_only
5469,Ne_rho_z59,Ne_rho_z15,True,,left_only
5470,Ne_rho_z59,Ne_rho_z16,True,,left_only
5471,Ne_rho_z59,Ne_rho_z17,True,,left_only
5472,Ne_rho_z59,Ne_rho_z18,True,,left_only
5473,Ne_rho_z59,Ne_rho_z19,True,,left_only
5474,Ne_rho_z59,Ne_rho_z20,True,,left_only
5475,Ne_rho_z59,Ne_rho_z21,True,,left_only
5476,Ne_rho_z59,Ne_rho_z22,True,,left_only
5477,Ne_rho_z59,Ne_rho_z23,True,,left_only
5487,Ne_rho_z59,Ne_rho_z33,True,,left_only
5488,Ne_rho_z59,Ne_rho_z34,True,,left_only
5489,Ne_rho_z59,Ne_rho_z35,True,,left_only
5490,Ne_rho_z59,Ne_rho_z36,True,,left_only
5491,Ne_rho_z59,Ne_rho_z37,True,,left_only
5492,Ne_rho_z59,Ne_rho_z38,True,,left_only
5493,Ne_rho_z59,Ne_rho_z39,True,,left_only
5494,Ne_rho_z59,Ne_rho_z40,True,,left_only
5521,Ne_rho_z59,Te_rho_z14,True,,left_only
5522,Ne_rho_z59,Te_rho_z15,True,,left_only
5523,Ne_rho_z59,Te_rho_z16,True,,left_only
5524,Ne_rho_z59,Te_rho_z17,True,,left_only
5525,Ne_rho_z59,Te_rho_z18,True,,left_only
5526,Ne_rho_z59,Te_rho_z19,True,,left_only
5527,Ne_rho_z59,Te_rho_z20,True,,left_only
5528,Ne_rho_z59,Te_rho_z21,True,,left_only
5529,Ne_rho_z59,Te_rho_z22,True,,left_only
5530,Ne_rho_z59,Te_rho_z23,True,,left_only
5531,Ne_rho_z59,Te_rho_z24,True,,left_only
5532,Ne_rho_z59,Te_rho_z25,True,,left_only
5533,Ne_rho_z59,Te_rho_z26,True,,left_only
5534,Ne_rho_z59,Te_rho_z27,True,,left_only
5535,Ne_rho_z59,Te_rho_z28,True,,left_only
5536,Ne_rho_z59,Te_rho_z29,True,,left_only
5537,Ne_rho_z59,Te_rho_z30,True,,left_only
5538,Ne_rho_z59,Te_rho_z31,True,,left_only
5539,Ne_rho_z59,Te_rho_z32,True,,left_only
5540,Ne_rho_z59,Te_rho_z33,True,,left_only
5541,Ne_rho_z59,Te_rho_z34,True,,left_only
5542,Ne_rho_z59,Te_rho_z35,True,,left_only
5543,Ne_rho_z59,Te_rho_z36,True,,left_only
5544,Ne_rho_z59,Te_rho_z37,True,,left_only
5545,Ne_rho_z59,Te_rho_z38,True,,left_only
5546,Ne_rho_z59,Te_rho_z39,True,,left_only
5547,Ne_rho_z59,Te_rho_z40,True,,left_only
5548,Ne_rho_z59,Te_rho_z41,True,,left_only
5549,Ne_rho_z59,Te_rho_z42,True,,left_only
5550,Ne_rho_z59,Te_rho_z43,True,,left_only
5551,Ne_rho_z59,Te_rho_z44,True,,left_only
5552,Ne_rho_z59,Te_rho_z45,True,,left_only
5553,Ne_rho_z59,Te_rho_z46,True,,left_only
5588,Ne_rho_z60,Ne_rho_z13,True,,left_only
5589,Ne_rho_z60,Ne_rho_z14,True,,left_only
5590,Ne_rho_z60,Ne_rho_z15,True,,left_only
5591,Ne_rho_z60,Ne_rho_z16,True,,left_only
5592,Ne_rho_z60,Ne_rho_z17,True,,left_only
5593,Ne_rho_z60,Ne_rho_z18,True,,left_only
5594,Ne_rho_z60,Ne_rho_z19,True,,left_only
5595,Ne_rho_z60,Ne_rho_z20,True,,left_only
5596,Ne_rho_z60,Ne_rho_z21,True,,left_only
5597,Ne_rho_z60,Ne_rho_z22,True,,left_only
5598,Ne_rho_z60,Ne_rho_z23,True,,left_only
5599,Ne_rho_z60,Ne_rho_z24,True,,left_only
5604,Ne_rho_z60,Ne_rho_z29,True,,left_only
5605,Ne_rho_z60,Ne_rho_z30,True,,left_only
5606,Ne_rho_z60,Ne_rho_z31,True,,left_only
5607,Ne_rho_z60,Ne_rho_z32,True,,left_only
5608,Ne_rho_z60,Ne_rho_z33,True,,left_only
5609,Ne_rho_z60,Ne_rho_z34,True,,left_only
5610,Ne_rho_z60,Ne_rho_z35,True,,left_only
5611,Ne_rho_z60,Ne_rho_z36,True,,left_only
5612,Ne_rho_z60,Ne_rho_z37,True,,left_only
5613,Ne_rho_z60,Ne_rho_z38,True,,left_only
5614,Ne_rho_z60,Ne_rho_z39,True,,left_only
5615,Ne_rho_z60,Ne_rho_z40,True,,left_only
5616,Ne_rho_z60,Ne_rho_z41,True,,left_only
5617,Ne_rho_z60,Ne_rho_z42,True,,left_only
5618,Ne_rho_z60,Ne_rho_z43,True,,left_only
5642,Ne_rho_z60,Te_rho_z14,True,,left_only
5643,Ne_rho_z60,Te_rho_z15,True,,left_only
5644,Ne_rho_z60,Te_rho_z16,True,,left_only
5645,Ne_rho_z60,Te_rho_z17,True,,left_only
5646,Ne_rho_z60,Te_rho_z18,True,,left_only
5647,Ne_rho_z60,Te_rho_z19,True,,left_only
5648,Ne_rho_z60,Te_rho_z20,True,,left_only
5649,Ne_rho_z60,Te_rho_z21,True,,left_only
5650,Ne_rho_z60,Te_rho_z22,True,,left_only
5651,Ne_rho_z60,Te_rho_z23,True,,left_only
5652,Ne_rho_z60,Te_rho_z24,True,,left_only
5653,Ne_rho_z60,Te_rho_z25,True,,left_only
5654,Ne_rho_z60,Te_rho_z26,True,,left_only
5655,Ne_rho_z60,Te_rho_z27,True,,left_only
5656,Ne_rho_z60,Te_rho_z28,True,,left_only
5657,Ne_rho_z60,Te_rho_z29,True,,left_only
5658,Ne_rho_z60,Te_rho_z30,True,,left_only
5659,Ne_rho_z60,Te_rho_z31,True,,left_only
5660,Ne_rho_z60,Te_rho_z32,True,,left_only
5661,Ne_rho_z60,Te_rho_z33,True,,left_only
5662,Ne_rho_z60,Te_rho_z34,True,,left_only
5663,Ne_rho_z60,Te_rho_z35,True,,left_only
5664,Ne_rho_z60,Te_rho_z36,True,,left_only
5665,Ne_rho_z60,Te_rho_z37,True,,left_only
5666,Ne_rho_z60,Te_rho_z38,True,,left_only
5667,Ne_rho_z60,Te_rho_z39,True,,left_only
5668,Ne_rho_z60,Te_rho_z40,True,,left_only
5669,Ne_rho_z60,Te_rho_z41,True,,left_only
5670,Ne_rho_z60,Te_rho_z42,True,,left_only
5671,Ne_rho_z60,Te_rho_z43,True,,left_only
5672,Ne_rho_z60,Te_rho_z44,True,,left_only
5673,Ne_rho_z60,Te_rho_z45,True,,left_only
5674,Ne_rho_z60,Te_rho_z46,True,,left_only
5675,Ne_rho_z60,Te_rho_z47,True,,left_only
5676,Ne_rho_z60,Te_rho_z48,True,,left_only
5696,Ne_rho_z61,Ne_rho_z13,True,,left_only
5697,Ne_rho_z61,Ne_rho_z14,True,,left_only
5698,Ne_rho_z61,Ne_rho_z15,True,,left_only
5699,Ne_rho_z61,Ne_rho_z16,True,,left_only
5700,Ne_rho_z61,Ne_rho_z17,True,,left_only
5701,Ne_rho_z61,Ne_rho_z18,True,,left_only
5702,Ne_rho_z61,Ne_rho_z19,True,,left_only
5703,Ne_rho_z61,Ne_rho_z20,True,,left_only
5704,Ne_rho_z61,Ne_rho_z21,True,,left_only
5705,Ne_rho_z61,Ne_rho_z22,True,,left_only
5706,Ne_rho_z61,Ne_rho_z23,True,,left_only
5707,Ne_rho_z61,Ne_rho_z24,True,,left_only
5708,Ne_rho_z61,Ne_rho_z25,True,,left_only
5709,Ne_rho_z61,Ne_rho_z26,True,,left_only
5710,Ne_rho_z61,Ne_rho_z27,True,,left_only
5711,Ne_rho_z61,Ne_rho_z28,True,,left_only
5712,Ne_rho_z61,Ne_rho_z29,True,,left_only
5713,Ne_rho_z61,Ne_rho_z30,True,,left_only
5714,Ne_rho_z61,Ne_rho_z31,True,,left_only
5715,Ne_rho_z61,Ne_rho_z32,True,,left_only
5716,Ne_rho_z61,Ne_rho_z33,True,,left_only
5717,Ne_rho_z61,Ne_rho_z34,True,,left_only
5718,Ne_rho_z61,Ne_rho_z35,True,,left_only
5719,Ne_rho_z61,Ne_rho_z36,True,,left_only
5720,Ne_rho_z61,Ne_rho_z37,True,,left_only
5721,Ne_rho_z61,Ne_rho_z38,True,,left_only
5722,Ne_rho_z61,Ne_rho_z39,True,,left_only
5723,Ne_rho_z61,Ne_rho_z40,True,,left_only
5724,Ne_rho_z61,Ne_rho_z41,True,,left_only
5725,Ne_rho_z61,Ne_rho_z42,True,,left_only
5726,Ne_rho_z61,Ne_rho_z43,True,,left_only
5727,Ne_rho_z61,Ne_rho_z44,True,,left_only
5728,Ne_rho_z61,Ne_rho_z45,True,,left_only
5729,Ne_rho_z61,Ne_rho_z46,True,,left_only
5750,Ne_rho_z61,Te_rho_z14,True,,left_only
5751,Ne_rho_z61,Te_rho_z15,True,,left_only
5752,Ne_rho_z61,Te_rho_z16,True,,left_only
5753,Ne_rho_z61,Te_rho_z17,True,,left_only
5754,Ne_rho_z61,Te_rho_z18,True,,left_only
5755,Ne_rho_z61,Te_rho_z19,True,,left_only
5756,Ne_rho_z61,Te_rho_z20,True,,left_only
5757,Ne_rho_z61,Te_rho_z21,True,,left_only
5758,Ne_rho_z61,Te_rho_z22,True,,left_only
5759,Ne_rho_z61,Te_rho_z23,True,,left_only
5760,Ne_rho_z61,Te_rho_z24,True,,left_only
5761,Ne_rho_z61,Te_rho_z25,True,,left_only
5762,Ne_rho_z61,Te_rho_z26,True,,left_only
5763,Ne_rho_z61,Te_rho_z27,True,,left_only
5764,Ne_rho_z61,Te_rho_z28,True,,left_only
5765,Ne_rho_z61,Te_rho_z29,True,,left_only
5766,Ne_rho_z61,Te_rho_z30,True,,left_only
5767,Ne_rho_z61,Te_rho_z31,True,,left_only
5768,Ne_rho_z61,Te_rho_z32,True,,left_only
5769,Ne_rho_z61,Te_rho_z33,True,,left_only
5770,Ne_rho_z61,Te_rho_z34,True,,left_only
5771,Ne_rho_z61,Te_rho_z35,True,,left_only
5772,Ne_rho_z61,Te_rho_z36,True,,left_only
5773,Ne_rho_z61,Te_rho_z37,True,,left_only
5774,Ne_rho_z61,Te_rho_z38,True,,left_only
5775,Ne_rho_z61,Te_rho_z39,True,,left_only
5776,Ne_rho_z61,Te_rho_z40,True,,left_only
5777,Ne_rho_z61,Te_rho_z41,True,,left_only
5778,Ne_rho_z61,Te_rho_z42,True,,left_only
5779,Ne_rho_z61,Te_rho_z43,True,,left_only
5780,Ne_rho_z61,Te_rho_z44,True,,left_only
5781,Ne_rho_z61,Te_rho_z45,True,,left_only
5782,Ne_rho_z61,Te_rho_z46,True,,left_only
5783,Ne_rho_z61,Te_rho_z47,True,,left_only
5784,Ne_rho_z61,Te_rho_z48,True,,left_only
5785,Ne_rho_z61,Te_rho_z49,True,,left_only
5786,Ne_rho_z61,Te_rho_z50,True,,left_only
5804,Ne_rho_z62,Ne_rho_z13,True,,left_only
5805,Ne_rho_z62,Ne_rho_z14,True,,left_only
5806,Ne_rho_z62,Ne_rho_z15,True,,left_only
5807,Ne_rho_z62,Ne_rho_z16,True,,left_only
5808,Ne_rho_z62,Ne_rho_z17,True,,left_only
5809,Ne_rho_z62,Ne_rho_z18,True,,left_only
5810,Ne_rho_z62,Ne_rho_z19,True,,left_only
5811,Ne_rho_z62,Ne_rho_z20,True,,left_only
5812,Ne_rho_z62,Ne_rho_z21,True,,left_only
5813,Ne_rho_z62,Ne_rho_z22,True,,left_only
5814,Ne_rho_z62,Ne_rho_z23,True,,left_only
5815,Ne_rho_z62,Ne_rho_z24,True,,left_only
5816,Ne_rho_z62,Ne_rho_z25,True,,left_only
5817,Ne_rho_z62,Ne_rho_z26,True,,left_only
5818,Ne_rho_z62,Ne_rho_z27,True,,left_only
5819,Ne_rho_z62,Ne_rho_z28,True,,left_only
5820,Ne_rho_z62,Ne_rho_z29,True,,left_only
5821,Ne_rho_z62,Ne_rho_z30,True,,left_only
5822,Ne_rho_z62,Ne_rho_z31,True,,left_only
5823,Ne_rho_z62,Ne_rho_z32,True,,left_only
5824,Ne_rho_z62,Ne_rho_z33,True,,left_only
5825,Ne_rho_z62,Ne_rho_z34,True,,left_only
5826,Ne_rho_z62,Ne_rho_z35,True,,left_only
5827,Ne_rho_z62,Ne_rho_z36,True,,left_only
5828,Ne_rho_z62,Ne_rho_z37,True,,left_only
5829,Ne_rho_z62,Ne_rho_z38,True,,left_only
5830,Ne_rho_z62,Ne_rho_z39,True,,left_only
5831,Ne_rho_z62,Ne_rho_z40,True,,left_only
5832,Ne_rho_z62,Ne_rho_z41,True,,left_only
5833,Ne_rho_z62,Ne_rho_z42,True,,left_only
5834,Ne_rho_z62,Ne_rho_z43,True,,left_only
5835,Ne_rho_z62,Ne_rho_z44,True,,left_only
5836,Ne_rho_z62,Ne_rho_z45,True,,left_only
5837,Ne_rho_z62,Ne_rho_z46,True,,left_only
5838,Ne_rho_z62,Ne_rho_z47,True,,left_only
5839,Ne_rho_z62,Ne_rho_z48,True,,left_only
5858,Ne_rho_z62,Te_rho_z15,True,,left_only
5859,Ne_rho_z62,Te_rho_z16,True,,left_only
5860,Ne_rho_z62,Te_rho_z17,True,,left_only
5861,Ne_rho_z62,Te_rho_z18,True,,left_only
5862,Ne_rho_z62,Te_rho_z19,True,,left_only
5863,Ne_rho_z62,Te_rho_z20,True,,left_only
5864,Ne_rho_z62,Te_rho_z21,True,,left_only
5865,Ne_rho_z62,Te_rho_z22,True,,left_only
5866,Ne_rho_z62,Te_rho_z23,True,,left_only
5867,Ne_rho_z62,Te_rho_z24,True,,left_only
5868,Ne_rho_z62,Te_rho_z25,True,,left_only
5869,Ne_rho_z62,Te_rho_z26,True,,left_only
5870,Ne_rho_z62,Te_rho_z27,True,,left_only
5871,Ne_rho_z62,Te_rho_z28,True,,left_only
5872,Ne_rho_z62,Te_rho_z29,True,,left_only
5873,Ne_rho_z62,Te_rho_z30,True,,left_only
5874,Ne_rho_z62,Te_rho_z31,True,,left_only
5875,Ne_rho_z62,Te_rho_z32,True,,left_only
5876,Ne_rho_z62,Te_rho_z33,True,,left_only
5877,Ne_rho_z62,Te_rho_z34,True,,left_only
5878,Ne_rho_z62,Te_rho_z35,True,,left_only
5879,Ne_rho_z62,Te_rho_z36,True,,left_only
5880,Ne_rho_z62,Te_rho_z37,True,,left_only
5881,Ne_rho_z62,Te_rho_z38,True,,left_only
5882,Ne_rho_z62,Te_rho_z39,True,,left_only
5883,Ne_rho_z62,Te_rho_z40,True,,left_only
5884,Ne_rho_z62,Te_rho_z41,True,,left_only
5885,Ne_rho_z62,Te_rho_z42,True,,left_only
5886,Ne_rho_z62,Te_rho_z43,True,,left_only
5887,Ne_rho_z62,Te_rho_z44,True,,left_only
5888,Ne_rho_z62,Te_rho_z45,True,,left_only
5889,Ne_rho_z62,Te_rho_z46,True,,left_only
5890,Ne_rho_z62,Te_rho_z47,True,,left_only
5891,Ne_rho_z62,Te_rho_z48,True,,left_only
5892,Ne_rho_z62,Te_rho_z49,True,,left_only
5893,Ne_rho_z62,Te_rho_z50,True,,left_only
5894,Ne_rho_z62,Te_rho_z51,True,,left_only
5895,Ne_rho_z62,Te_rho_z52,True,,left_only
5911,Ne_rho_z63,Ne_rho_z13,True,,left_only
5912,Ne_rho_z63,Ne_rho_z14,True,,left_only
5913,Ne_rho_z63,Ne_rho_z15,True,,left_only
5914,Ne_rho_z63,Ne_rho_z16,True,,left_only
5915,Ne_rho_z63,Ne_rho_z17,True,,left_only
5916,Ne_rho_z63,Ne_rho_z18,True,,left_only
5917,Ne_rho_z63,Ne_rho_z19,True,,left_only
5918,Ne_rho_z63,Ne_rho_z20,True,,left_only
5919,Ne_rho_z63,Ne_rho_z21,True,,left_only
5920,Ne_rho_z63,Ne_rho_z22,True,,left_only
5921,Ne_rho_z63,Ne_rho_z23,True,,left_only
5922,Ne_rho_z63,Ne_rho_z24,True,,left_only
5923,Ne_rho_z63,Ne_rho_z25,True,,left_only
5924,Ne_rho_z63,Ne_rho_z26,True,,left_only
5925,Ne_rho_z63,Ne_rho_z27,True,,left_only
5926,Ne_rho_z63,Ne_rho_z28,True,,left_only
5927,Ne_rho_z63,Ne_rho_z29,True,,left_only
5928,Ne_rho_z63,Ne_rho_z30,True,,left_only
5929,Ne_rho_z63,Ne_rho_z31,True,,left_only
5930,Ne_rho_z63,Ne_rho_z32,True,,left_only
5931,Ne_rho_z63,Ne_rho_z33,True,,left_only
5932,Ne_rho_z63,Ne_rho_z34,True,,left_only
5933,Ne_rho_z63,Ne_rho_z35,True,,left_only
5934,Ne_rho_z63,Ne_rho_z36,True,,left_only
5935,Ne_rho_z63,Ne_rho_z37,True,,left_only
5936,Ne_rho_z63,Ne_rho_z38,True,,left_only
5937,Ne_rho_z63,Ne_rho_z39,True,,left_only
5938,Ne_rho_z63,Ne_rho_z40,True,,left_only
5939,Ne_rho_z63,Ne_rho_z41,True,,left_only
5940,Ne_rho_z63,Ne_rho_z42,True,,left_only
5941,Ne_rho_z63,Ne_rho_z43,True,,left_only
5942,Ne_rho_z63,Ne_rho_z44,True,,left_only
5943,Ne_rho_z63,Ne_rho_z45,True,,left_only
5944,Ne_rho_z63,Ne_rho_z46,True,,left_only
5945,Ne_rho_z63,Ne_rho_z47,True,,left_only
5946,Ne_rho_z63,Ne_rho_z48,True,,left_only
5947,Ne_rho_z63,Ne_rho_z49,True,,left_only
5965,Ne_rho_z63,Te_rho_z15,True,,left_only
5966,Ne_rho_z63,Te_rho_z16,True,,left_only
5967,Ne_rho_z63,Te_rho_z17,True,,left_only
5968,Ne_rho_z63,Te_rho_z18,True,,left_only
5969,Ne_rho_z63,Te_rho_z19,True,,left_only
5970,Ne_rho_z63,Te_rho_z20,True,,left_only
5971,Ne_rho_z63,Te_rho_z21,True,,left_only
5972,Ne_rho_z63,Te_rho_z22,True,,left_only
5973,Ne_rho_z63,Te_rho_z23,True,,left_only
5974,Ne_rho_z63,Te_rho_z24,True,,left_only
5975,Ne_rho_z63,Te_rho_z25,True,,left_only
5976,Ne_rho_z63,Te_rho_z26,True,,left_only
5977,Ne_rho_z63,Te_rho_z27,True,,left_only
5978,Ne_rho_z63,Te_rho_z28,True,,left_only
5979,Ne_rho_z63,Te_rho_z29,True,,left_only
5980,Ne_rho_z63,Te_rho_z30,True,,left_only
5981,Ne_rho_z63,Te_rho_z31,True,,left_only
5982,Ne_rho_z63,Te_rho_z32,True,,left_only
5983,Ne_rho_z63,Te_rho_z33,True,,left_only
5984,Ne_rho_z63,Te_rho_z34,True,,left_only
5985,Ne_rho_z63,Te_rho_z35,True,,left_only
5986,Ne_rho_z63,Te_rho_z36,True,,left_only
5987,Ne_rho_z63,Te_rho_z37,True,,left_only
5988,Ne_rho_z63,Te_rho_z38,True,,left_only
5989,Ne_rho_z63,Te_rho_z39,True,,left_only
5990,Ne_rho_z63,Te_rho_z40,True,,left_only
5991,Ne_rho_z63,Te_rho_z41,True,,left_only
5992,Ne_rho_z63,Te_rho_z42,True,,left_only
5993,Ne_rho_z63,Te_rho_z43,True,,left_only
5994,Ne_rho_z63,Te_rho_z44,True,,left_only
5995,Ne_rho_z63,Te_rho_z45,True,,left_only
5996,Ne_rho_z63,Te_rho_z46,True,,left_only
5997,Ne_rho_z63,Te_rho_z47,True,,left_only
5998,Ne_rho_z63,Te_rho_z48,True,,left_only
5999,Ne_rho_z63,Te_rho_z49,True,,left_only
6000,Ne_rho_z63,Te_rho_z50,True,,left_only
6001,Ne_rho_z63,Te_rho_z51,True,,left_only
6002,Ne_rho_z63,Te_rho_z52,True,,left_only
6003,Ne_rho_z63,Te_rho_z53,True,,left_only
6004,Ne_rho_z63,Te_rho_z54,True,,left_only
6018,Ne_rho_z64,Ne_rho_z13,True,,left_only
6019,Ne_rho_z64,Ne_rho_z14,True,,left_only
6020,Ne_rho_z64,Ne_rho_z15,True,,left_only
6021,Ne_rho_z64,Ne_rho_z16,True,,left_only
6022,Ne_rho_z64,Ne_rho_z17,True,,left_only
6023,Ne_rho_z64,Ne_rho_z18,True,,left_only
